date,hour,predicted_temperature,actual_temperature
2024-01-08,15,15.686584534452223,22.257836914062523
2024-01-08,16,14.655962002553016,22.0424743652344
2024-01-08,17,13.930224345095844,21.5373474121094
2024-01-08,18,13.549826528402726,20.97678527832033
2024-01-08,19,13.563296502279993,20.31037292480471
2024-01-08,20,13.73199941724355,19.99903259277346
2024-01-08,21,13.974025710267735,19.822045898437523
2024-01-08,22,14.300326306507063,19.31516418457033
2024-01-08,23,14.898285974075334,19.254678344726585
2024-01-09,0,15.056656921669719,18.867791748046898
2024-01-09,1,15.149957383919016,18.623193359375023
2024-01-09,2,15.138818337489289,18.442224121093773
2024-01-09,3,16.771628804338235,19.277917480468773
2024-01-09,4,20.04792378353165,20.92670593261721
2024-01-09,5,22.40608613281916,22.64182434082033
2024-01-09,6,24.03544917388369,24.24762878417971
2024-01-09,7,24.86362972059623,26.3151794433594
2024-01-09,8,25.357446758646702,27.26929626464846
2024-01-09,9,25.422873425186605,27.947106933593773
2024-01-09,10,25.0338848082013,28.1003356933594
2024-01-09,11,24.134275295201018,27.900781250000023
2024-01-09,12,22.3992260183781,26.93653259277346
2024-01-09,13,19.78088743275562,25.206216430664085
2024-01-09,14,17.272781400896136,24.1533142089844
2024-01-09,15,15.651834063320244,23.046243286132835
2024-01-09,16,14.621211531421038,22.15500793457033
2024-01-09,17,13.895473873963862,21.75754699707033
2024-01-09,18,13.515076057270743,21.2580505371094
2024-01-09,19,13.528546031148014,19.570184326171898
2024-01-09,20,13.697248946111571,19.256707763671898
2024-01-09,21,13.939275239135753,18.987725830078148
2024-01-09,22,14.265575835375081,18.749780273437523
2024-01-09,23,14.863535502943355,18.534280395507835
2024-01-10,0,15.021906450537736,18.378320312500023
2024-01-10,1,15.115206912787034,18.192056274414085
2024-01-10,2,15.10406786635731,17.917276000976585
2024-01-10,3,16.736878333206256,18.869302368164085
2024-01-10,4,20.01317331239967,20.73633728027346
2024-01-10,5,22.371335661687176,22.679223632812523
2024-01-10,6,24.000698702751713,24.476892089843773
2024-01-10,7,24.828879249464244,25.754434204101585
2024-01-10,8,25.322696287514717,26.782159423828148
2024-01-10,9,25.388122954054623,27.429055786132835
2024-01-10,10,24.99913433706932,27.6503845214844
2024-01-10,11,24.099524824069036,27.45740661621096
2024-01-10,12,22.36447554724612,26.599755859375023
2024-01-10,13,19.74613696162364,24.796731567382835
2024-01-10,14,17.238030929764157,23.36512145996096
2024-01-10,15,15.617083592188262,22.211541748046898
2024-01-10,16,14.586461060289055,21.121453857421898
2024-01-10,17,13.860723402831884,20.213525390625023
2024-01-10,18,13.480325586138761,19.46039733886721
2024-01-10,19,13.493795560016032,18.336572265625023
2024-01-10,20,13.66249847497959,17.74945983886721
2024-01-10,21,13.904524768003775,17.306436157226585
2024-01-10,22,14.230825364243099,16.971582031250023
2024-01-10,23,14.828785031811373,16.662576293945335
2024-01-11,0,14.987155979405758,16.430749511718773
2024-01-11,1,15.080456441655055,16.30988464355471
2024-01-11,2,15.069317395225328,16.245416259765648
2024-01-11,3,16.702127862074274,17.594354248046898
2024-01-11,4,19.97842284126769,20.33396301269533
2024-01-11,5,22.336585190555194,22.88794860839846
2024-01-11,6,23.96594823161973,25.06466064453128
2024-01-11,7,24.794128778332265,26.635308837890648
2024-01-11,8,25.287945816382738,27.77439270019533
2024-01-11,9,25.35337248292264,28.46921691894533
2024-01-11,10,24.96438386593734,28.683023071289085
2024-01-11,11,24.064774352937057,28.39621887207033
2024-01-11,12,22.32972507611414,27.275720214843773
2024-01-11,13,19.71138649049166,25.19651184082033
2024-01-11,14,17.203280458632175,23.4494567871094
2024-01-11,15,15.582333121056283,22.11097106933596
2024-01-11,16,14.551710589157073,20.95978698730471
2024-01-11,17,13.825972931699901,19.922158813476585
2024-01-11,18,13.445575115006783,18.961053466796898
2024-01-11,19,13.459045088884054,17.768090820312523
2024-01-11,20,13.627748003847607,17.009576416015648
2024-01-11,21,13.869774296871793,16.33753356933596
2024-01-11,22,14.19607489311112,15.79548034667971
2024-01-11,23,14.79403456067939,15.39765319824221
2024-01-12,0,14.952405508273776,15.145486450195335
2024-01-12,1,15.045705970523073,15.118432617187525
2024-01-12,2,15.03456692409335,15.18586120605471
2024-01-12,3,16.667377390942292,16.629312133789085
2024-01-12,4,19.943672370135708,20.12464294433596
2024-01-12,5,22.301834719423216,22.91524658203128
2024-01-12,6,23.931197760487752,25.161187744140648
2024-01-12,7,24.759378307200286,27.020593261718773
2024-01-12,8,25.25319534525076,28.217385864257835
2024-01-12,9,25.318622011790662,28.80500183105471
2024-01-12,10,24.929633394805357,29.10614929199221
2024-01-12,11,24.030023881805075,28.912652587890648
2024-01-12,12,22.29497460498216,27.701593017578148
2024-01-12,13,19.67663601935968,25.593774414062523
2024-01-12,14,17.168529987500193,23.634454345703148
2024-01-12,15,15.547582649924301,22.18232116699221
2024-01-12,16,14.516960118025095,20.9611755371094
2024-01-12,17,13.791222460567923,19.90705261230471
2024-01-12,18,13.4108246438748,18.942163085937523
2024-01-12,19,13.424294617752071,18.100381469726585
2024-01-12,20,13.592997532715628,17.292474365234398
2024-01-12,21,13.83502382573981,16.574792480468773
2024-01-12,22,14.161324421979138,16.100808715820335
2024-01-12,23,14.759284089547412,15.656488037109398
2024-01-13,0,14.917655037141797,15.57190856933596
2024-01-13,1,15.010955499391091,15.19751892089846
2024-01-13,2,14.999816452961367,14.551126098632835
2024-01-13,3,16.632626919810313,16.167321777343773
2024-01-13,4,19.90892189900373,20.59932861328128
2024-01-13,5,22.267084248291233,23.624429321289085
2024-01-13,6,23.89644728935577,25.838220214843773
2024-01-13,7,24.724627836068308,27.25910339355471
2024-01-13,8,25.218444874118774,28.16455993652346
2024-01-13,9,25.28387154065868,28.532556152343773
2024-01-13,10,24.89488292367338,28.55735168457033
